PL.,   Lifters,BY,Team,Weight,WF,Lot,Squat1,Squat2,Squat3,Best Squat,Bench1,Bench2,Bench3,Best Bench,Dead1,Dead2,Dead3,Best Deadlift,Total Tom,TOTAL,W.pts.,Pts.,Year,Sex,Division,Sort
—,Barbosa Irani,1986,BRA ,51.76,"12,504",7,162.5,175,180,,97.5,97.5,97.5,,145,152.5,157.5,,0,DSQ,—,—,2014,W,Open,588
3,Bark Josephine,1988,SWE,82.85,0.898,1,152.5,162.5,162.5,,80,85,87.5,,162.5,175,177.5,,0,422.5,379.4,8,2012,W,Classic,1597
4,Bark Josephine,1988,SWE,83.6,0.8939,20,150,157.5,157.5,,80,85,87.5,,160,172.5,187.5,,0,415,370.97,7,2013,W,Classic,1175
9,Bartz Pamela,1987,USA,56,"11,766",4,167.5,177.5,185,,80,85,85,,150,160,165,,0,430,505.93,2,2012,W,Open,1365
8,Basson Lisa,1984,RSA,62.75,"10,772",18,100,110,115,,65,70,75,,130,147.5,162.5,,0,347.5,374.33,3,2014,W,Classic,786
6,Benedetto Jessica,1981,CAN,58.15,"11,424",6,115,125,137.5,,80,85,90,,135,145,155,,0,372.5,425.54,5,2013,W,Classic,1157
5,Benedetto Jessica,1981,CAN,55.35,"11,875",10,125,135,140,,87.5,92.5,95,,142.5,152.5,162.5,,0,382.5,454.2,6,2014,W,Classic,767
9,Berge Hege,1982,NOR,62.87,"10,757",12,162.5,170,177.5,,110,115,117.5,,165,172.5,177.5,,0,470,505.56,2,2012,W,Open,1379
8,Berge Hege,1982,NOR,62.46,"10,810",4,185,192.5,195,,117.5,122.5,125,,177.5,185,190,,0,500,540.5,3,2013,W,Open,979
7,Berge Hege,1982,NOR ,62.2,"10,844",1,182.5,182.5,182.5,,120,125,130,,177.5,182.5,187.5,,0,490,531.35,4,2014,W,Open,609
3,Bialek Magdalena,1991,POL,85.8,0.8826,7,130,142.5,152.5,,72.5,80,82.5,,170,180,185,,0,412.5,364.07,8,2012,W,Classic,1604
4,Bialek Magdalena,1991,POL,82.9,0.8977,3,205,217.5,227.5,,110,115,120,,185,202.5,215,,0,545,489.25,7,2013,W,Open,998
5,Blasbery Jacqueline,1963,GBR,77.55,0.9315,4,115,125,135,,70,77.5,80,,150,160,172.5,,0,375,349.29,6,2012,W,Classic,1599
6,Blikra Inger,1961,NOR,71.73,0.9785,14,200,215,220,,130,135,140,,195,205,212.5,,0,555,543.08,5,2012,W,Open,1391
3,Blyn Liane,1972,USA,81.71,0.9045,3,215,227.5,237.5,,157.5,167.5,167.5,,205,215,220,,0,615,556.29,8,2012,W,Open,1405
2,Blyn Liane,1972,USA,81.94,0.9032,2,220,227.5,232.5,,162.5,170,177.5,,205,212.5,235,,0,622.5,562.24,9,2013,W,Open,996
2,Blyn Liane,1972,USA ,82.26,0.9011,4,222.5,232.5,240,,167.5,175,181,,210,217.5,222.5,,0,643.5,579.85,9,2014,W,Open,627
—,Bogdanova Marianna,1983,EST,56.05,"11,758",2,150,160,160,,75,77.5,77.5,,180,180,180,,0,Out,—,—,2013,W,Open,966
10,Boyle Trisha,1980,CAN ,51.26,"12,597",9,145,150,155,,77.5,77.5,82.5,,137.5,142.5,147.5,,0,380,478.68,1,2014,W,Open,585
4,Brage Angelica,1987,SWE,56.5,"11,684",13,115,122.5,125,,75,80,82.5,,165,175,182.5,,0,370,432.3,7,2012,W,Classic,1566
5,Brage Angelica,1987,SWE,51.91,"12,483",13,155,162.5,170,,95,100,102.5,,155,160,167.5,,0,432.5,539.89,6,2013,W,Open,943
1,Brown-Lough Bonica,1988,USA,121.8,0.7975,17,205,222.5,230,,112.5,132.5,132.5,,202.5,217.5,236.5,,0,560,446.6,12,2014,W,Classic,808
4,Bueno Erica,1980,BRA ,62.24,"10,844",7,195,200,207.5,,150,157.5,160,,175,185,197.5,,0,542.5,588.28,7,2014,W,Open,606
14,Burgos Ladys,1989,PUR,72,0.976,5,177.5,177.5,177.5,,85,90,92.5,,175,182.5,187.5,,0,452.5,441.64,1,2012,W,Open,1399
11,Burgos Ladys,1989,PUR,71.4,0.9815,9,175,175,175,,87.5,92.5,97.5,,175,185,187.5,,0,447.5,439.22,1,2013,W,Open,992
—,Buxbom Eva,1969,DEN,56.59,"11,670",4,160,160,160,,85,85,90,,170,170,172.5,,0,Out,—,—,2013,W,Open,970
7,Buxbom Eva,1969,DEN ,56.48,"11,684",11,155,160,167.5,,90,95,97.5,,170,180,185,,0,435,508.25,4,2014,W,Open,596
—,Bykova Yelena,1986,KAZ,69.8,0.9968,4,147.5,147.5,147.5,,82.5,85,90,,170,180,185,,0,Out,—,—,2012,W,Classic,1593
4,Byruk Yelyzaveta,1988,UKR,72,0.976,12,225,225,232.5,,150,150,157.5,,207.5,207.5,207.5,,0,597.5,583.16,7,2012,W,Open,1389
2,Castellain Ana,1985,BRA,70.99,0.9853,1,232.5,248,248,,150,157.5,162.5,,195,205,210,,0,615.5,606.45,9,2012,W,Open,1387
1,Castellain Ana,1985,BRA,69.25,"10,023",7,245,255,262.5,,160,167.5,172.5,,195,205,215,,0,642.5/w/,643.98,12,2013,W,Open,982
2,Castellain Ana,1985,BRA,68.15,"10,136",1,175,185.5,190,,115,120,122.5,,192.5,200,205,,0,508.0/w/,514.93,9,2014,W,Classic,792
2,Castellain Ana,1985,BRA ,69.46,0.9998,10,247.5,247.5,255.5,,162.5,170,177.5,,200,207.5,210,,0,625,624.87,9,2014,W,Open,615
—,Castro Rosa,1979,ECU,56.35,"11,709",11,190,190,190,,97.5,102.5,107.5,,175,187.5,192.5,,0,Out,—,—,2013,W,Open,968
2,Castro Rosa,1979,ECU,56.6,"11,668",1,142.5,147.5,147.5,,80,85,87.5,,155,165,172.5,,0,407.5,475.47,9,2014,W,Classic,764
—,Castro Rosa,1979,ECU ,55.74,"11,816",1,180,180,180,,95,100,100,,170,170,170,,0,DSQ,—,—,2014,W,Open,600
7,Cevallos Michelle,1988,ECU,55.91,"11,781",13,160,170,170,,95,100,102.5,,165,175,175,,0,447.5,527.2,4,2013,W,Open,961
—,Chang Ya-Wen,1984,TPE,83.5,0.8944,2,190,197.5,200,,95,100,102.5,,175,175,175,,0,Out,—,—,2012,W,Classic,1600
1,Chang Ya-Wen,1984,TPE,88.17,0.8717,14,225,245,255,,135,142.5,147.5,,205,222.5,235,,0,637.5,555.72,12,2012,W,Open,1414
3,Chang Ya-Wen,1984,TPE,90.05,0.8639,15,260,270,275,,147.5,152.5,155,,215,227.5,227.5,,0,657.5,568.01,8,2013,W,Open,1008
—,Chang Ya-Wen,1984,TPE ,93.02,0.853,14,270,277.5,282.5,,150,157.5,162.5,,220,230,230,,0,DSQ,—,—,2014,W,Open,642
—,Chen Jie-Wen,1990,TPE,123.02,0.7962,5,245,245,252.5,,135,135,135,,145,160,170,,0,Out,—,—,2012,W,Open,1421
6,Chen Jie-Wen,1990,TPE,123.95,0.7951,18,250,260,265,,145,152.5,157.5,,175,185,190,,0,612.5,487,5,2013,W,Open,1011
—,Chen Jie-Wen,1990,TPE ,124.48,0.7945,13,265,265,275,,135,145,155,,180,190,195,,0,DSQ,—,—,2014,W,Open,643
1,Chen Wei-Ling,1982,TPE,46.7,"13,511",3,132.5,140,145,,67.5,72.5,77.5,,160,170,172.5,,0,395.0/w/,533.68,12,2012,W,Classic,1543
1,Chen Wei-Ling,1982,TPE,46.29,"13,596",15,177.5,185,190,,80,85,87.5,,170,180,190,,0,455,618.62,12,2012,W,Open,1335
1,Chen Wei-Ling,1982,TPE,46.56,"13,540",5,190,195,197.5,,85,92.5,97.5,,170,180,185.5,,0,480.5/w/,650.6,12,2013,W,Open,933
1,Chen Wei-Ling,1982,TPE ,45.6,"13,741",3,185,195,200,,85,92.5,97.5,,172.5,182.5,186,,0,483.5 -w,664.37,12,2014,W,Open,569
4,Cherezova Margarita,1986,KAZ,56.6,"11,668",8,130,137.5,137.5,,77.5,82.5,85,,132.5,137.5,142.5,,0,355,414.21,7,2013,W,Classic,1147
6,Chou Chien-Yu,1982,TPE,56.33,"11,712",8,170,175,177.5,,90,97.5,102.5,,185,192.5,195,,0,457.5,535.83,5,2012,W,Open,1362
4,Chou Chien-Yu,1982,TPE,56.76,"11,642",1,165,172.5,177.5,,92.5,97.5,100,,190,197.5,200,,0,472.5,550.08,7,2013,W,Open,958
5,Chou Chien-Yu,1982,TPE ,56.16,"11,733",2,160,160,165,,85,90,92.5,,190,197.5,197.5,,0,447.5,525.05,6,2014,W,Open,594
6,Chou Yi-Ju,1980,TPE,50.82,"12,688",4,165,172.5,172.5,,75,80,82.5,,180,187.5,195.5,,0,435,551.93,5,2012,W,Open,1347
9,Chou Yi-Ju,1980,TPE,51.07,"12,641",10,150,155,,,65,72.5,77.5,,172.5,185,190,,0,412.5,521.44,2,2013,W,Open,947
7,Chou Yi-Ju,1980,TPE ,49.78,"12,885",13,140,150,155,,65,72.5,75,,175,187.5,192.5,,0,422.5,544.39,4,2014,W,Open,582
9,Cichon Susann,1987,GER,56.94,"11,614",3,135,150,160,,82.5,85,87.5,,140,155,160,,0,395,458.75,2,2013,W,Open,963
10,Cichon Susann,1987,GER ,57.68,"11,494",4,147.5,155,162.5,,85,85,90,,150,157.5,162.5,,0,410,471.25,1,2014,W,Open,612
7,Clarke Kelli,1980,AUS,62.35,"10,825",17,145,145,152.5,,67.5,72.5,75,,150,162.5,170,,0,387.5,419.45,4,2014,W,Classic,785
9,Coetzer Candice,1985,RSA,67,"10,261",7,100,110,115,,50,55,60,,130,145,162.5,,0,310,318.09,2,2014,W,Classic,799
8,Colter Shelley,1963,CAN,114.35,0.8067,8,105,105,107.5,,65,70,72.5,,120,135,142.5,,0,322.5,260.18,3,2013,W,Classic,1188
5,Cornwall  Marina,1954,GBR,44.55,"13,963",5,62.5,67.5,70,,47.5,50,52.5,,105,112.5,117.5,,0,237.5,331.63,6,2012,W,Classic,1547
9,Cornwall Marina,1954,GBR,45.4,"13,783",7,65,72.5,77.5,,45,47.5,50,,105,112.5,117.5,,0,240,330.79,2,2013,W,Classic,1131
6,Costas Delgado Giselle,1980,PUR,99.6,0.8336,13,185,200,210,,122.5,132.5,140,,185,200,212.5,,0,562.5,468.9,5,2012,W,Open,1419
8,Costas Delgado Giselle,1980,PUR,96.31,0.8424,19,200,215,222.5,,145,152.5,152.5,,177.5,192.5,192.5,,0,530,446.47,3,2013,W,Open,1013
8,Craven Elizabeth,1975,AUS,51,"12,654",17,90,97.5,102.5,,60,65,67.5,,115,122.5,127.5,,0,295,373.29,3,2013,W,Classic,1141
6,Craven Elizabeth,1975,AUS,51.4,"12,578",12,127.5,132.5,137.5,,70,75,75,,135,145,145,,0,342.5,430.8,5,2014,W,Classic,760
5,Cuta Adriana,1986,VEN,56.9,"11,620",5,182.5,190,195,,90,90,90,,195,202.5,202.5,,0,475,551.95,6,2012,W,Open,1361
1,Davis Sebrina,1970,USA,71.1,0.9843,5,135,147.5,157.5,,80,87.5,92.5,,185,195,207.5,,0,457.5,450.32,12,2013,W,Classic,1163
3,Derevyanko Anastasiya,1987,UKR,51.39,"12,580",22,165,175,185,,100,107.5,112.5,,170,177.5,177.5,,0,465,584.96,8,2012,W,Open,1344
2,Derevyanko Anastasiya,1987,UKR,51.28,"12,601",15,175,185,190,,105,110,112.5,,180,185,192.5,,0,482.5,608,9,2013,W,Open,940
4,Derevyanko Anastasiya,1987,UKR ,50.7,"12,711",17,175,182.5,187.5,,105,110,115,,177.5,185,190,,0,482.5,613.3,7,2014,W,Open,579
14,Diaz Rebeca,1985,PUR,60.99,"11,008",5,135,145,152.5,,45,52.5,60,,125,137.5,145,,0,342.5,377.03,1,2012,W,Open,1384
5,Dubenskaya Maria,1988,RUS,61.95,"10,877",16,127.5,135,142.5,,102.5,107.5,110,,160,167.5,175,,0,417.5,454.14,6,2014,W,Classic,783
3,Dubenskaya Maria,1988,RUS ,62.28,"10,831",9,200,207.5,212.5,,145,150,150,,185,192.5,197.5,,0,555,601.12,8,2014,W,Open,605
2,Dukacheva Evgenia,1983,RUS,83.1,0.8966,5,175,185,190,,100,105,110,,200,210,215,,0,505,452.78,9,2012,W,Classic,1596
2,Dukacheva Evgenia,1983,RUS,82.65,0.8991,1,185,195,202.5,,105,110,115,,205,215,220,,0,527.5,474.28,9,2013,W,Classic,1173
4,Duplooy Eileen,1983,CAN,71.4,0.9815,6,145,150,155,,85,90,90,,165,172.5,175,,0,412.5,404.87,7,2014,W,Classic,794
13,Edwards Louise,1978,GBR,50.76,"12,700",3,122.5,130,135,,60,65,67.5,,140,147.5,152.5,,0,355,450.83,1,2012,W,Open,1354
13,Edwards Louise,1978,GBR,51.18,"12,620",6,125,132.5,137.5,,65,70,70,,140,150,152.5,,0,347.5,438.55,1,2013,W,Open,951
12,Edwards Louise,1978,GBR ,50.92,"12,673",15,127.5,135,140,,67.5,72.5,72.5,,145,155,160,,0,367.5,465.73,1,2014,W,Open,587
4,Elverum Marte,1990,NOR,71.06,0.9847,11,222.5,222.5,232.5,,115,120,122.5,,200,210,217.5,,0,565,556.36,7,2013,W,Open,985
—,Elverum Marte,1990,NOR ,71.14,0.9843,8,225,235,237.5,,122.5,122.5,122.5,,205,215,220,,0,DSQ,—,—,2014,W,Open,624
4,Elwyn Susan,1947,USA,45.69,"13,722",1,65,97.5,100,,35,42.5,45,,100,110,122.5,,0,265,363.63,7,2013,W,Open,936
3,Engberg Helen,1983,SWE,55.65,"11,824",19,115,122.5,127.5,,72.5,77.5,77.5,,150,160,175,,0,375,443.4,8,2012,W,Classic,1565
—,Felinska Olimpia,1992,POL,56.19,"11,735",7,170,170,170,,80,87.5,92.5,,,,,,0,Out,—,—,2013,W,Open,967
8,Fernandez Yosleinys,1984,VEN,71.04,0.9848,3,210,217.5,222.5,,120,127.5,132.5,,200,205,,,0,550,541.66,3,2012,W,Open,1393
2,Filimonova Inna,1976,RUS,59.8,"11,178",7,170,177.5,180,,87.5,92.5,95,,180,190,197.5,,0,450,503.01,9,2013,W,Classic,1153
1,Filimonova Inna,1976,RUS,55.95,"11,774",13,150,160,167.5,,70,77.5,82.5,,165,177.5,185,,0,430.0/w/,506.3,12,2014,W,Classic,763
1,Filimonova Inna,1976,RUS ,56.54,"11,684",8,205,215,222.5,,100,105,105,,185,195,202.5,,0,517.5,604.64,12,2014,W,Open,590
6,Freemantle Jordana,1983,GBR,62.55,"10,798",1,105,112.5,120,,82.5,85,87.5,,130,137.5,140,,0,347.5,375.24,5,2012,W,Classic,1580
7,Freemantle Jordana,1983,GBR,67.3,"10,228",13,117.5,127.5,135,,80,85,90,,130,140,145,,0,370,378.44,4,2013,W,Classic,1169
2,Fukushima Yukako,1970,JPN,45.67,"13,726",11,165,175,180,,117.5,117.5,117.5,,150,157.5,167.5,,0,450,617.68,9,2012,W,Open,1336
2,Fukushima Yukako,1970,JPN ,46.42,"13,573",5,170,180,180,,120,126.5,130.5,,150,160,167.5,,0,468,635.21,9,2014,W,Open,570
5,Furuya Noriko,1971,JPN,51.15,"12,626",9,110,112.5,117.5,,80,85,90,,125,132.5,135,,0,337.5,426.11,6,2012,W,Classic,1554
4,Furuya Noriko,1971,JPN,51.2,"12,616",10,110,115,117.5,,87.5,92.5,95,,130,135,137.5,,0,345,435.25,7,2013,W,Classic,1137
3,Gavina Landish,1980,RUS,60.15,"11,127",10,125,135,142.5,,85,92.5,97.5,,160,165,170,,0,410,456.2,8,2012,W,Classic,1577
4,Geitner Ana,1967,GER,42.15,"14,478",1,82.5,90,95,,40,45,45,,135,142.5,142.5,,0,265,383.65,7,2012,W,Classic,1546
8,Geitner Ana,1967,GER,42.95,"14,305",1,80,87.5,90,,37.5,42.5,45,,132.5,137.5,137.5,,0,267.5,382.67,3,2013,W,Classic,1130
1,Gemaletdinova Olga,1986,RUS,120.95,0.7985,16,275,290,300,,165,175,182.5,,240,260,270.5,,0,753.0/w/,601.27,12,2013,W,Open,1006
1,Gemaletdinova Olga,1986,RUS ,115.94,0.8047,18,265,277.5,285,,170,175,180,,235,245,250,,0,715,575.36,12,2014,W,Open,635
6,Gibson Carolyn,1960,GBR,107.8,0.8167,4,85,85,100,,50,55,57.5,,150,160,165,,0,315,257.26,5,2012,W,Classic,1607
5,Gilbert Jessica,1989,AUS,77.9,0.929,10,160,170,172.5,,92.5,102.5,107.5,,165,175,182.5,,0,452.5,420.37,6,2014,W,Classic,805
2,Golubeva Olga,1970,RUS,46.75,"13,500",7,110,117.5,117.5,,85,90.5,,,150,160.5,170.5,,0,378.5,510.99,9,2012,W,Classic,1544
1,Golubeva Olga,1970,RUS,46.65,"13,521",3,110,115,120,,85,90,,,145,160,160,,0,350,473.25,12,2013,W,Classic,1123
1,Golubeva Olga,1970,RUS,46.9,"13,470",5,105,110,115,,80,85,91,,130,140,,,0,346.0/w1/,466.06,12,2014,W,Classic,747
9,Gomez Kelly,1980,AUS,51.25,"12,607",9,80,85,87.5,,50,52.5,55,,140,145,147.5,,0,277.5,349.83,2,2013,W,Classic,1142
9,Graham Abi,1978,GBR,60.6,"11,063",2,92.5,102.5,110,,62.5,67.5,72.5,,130,145,157.5,,0,335,370.61,2,2013,W,Classic,1160
10,Graham Abi,1978,GBR,60.65,"11,056",26,100,115,122.5,,65,70,72.5,,140,150,157.5,,0,345,381.43,1,2014,W,Classic,788
6,Grandas Liimatainen Miia,1986,SWE,50.38,"12,773",12,175,175,175,,77.5,77.5,77.5,,160,170,175,,0,427.5,546.05,5,2013,W,Open,944
2,Grandas Liimatainen Miia,1986,SWE,50.65,"12,720",14,125,132.5,140,,70,72.5,72.5,,150,160,167.5,,0,380,483.38,9,2014,W,Classic,756
5,Grandas Liimatainen Miia,1986,SWE ,51.4,"12,578",18,180,187.5,190,,80,85,87.5,,170,170,185,,0,445,559.72,6,2014,W,Open,580
6,Greene Catherine,1984,AUS,80.35,0.9128,23,140,147.5,157.5,,75,80,85,,162.5,167.5,172.5,,0,395,360.56,5,2013,W,Classic,1177
6,Greene Catherine,1984,AUS,85,0.8866,20,145,145,152.5,,75,80,82.5,,165,175,175,,0,390,345.77,5,2014,W,Classic,813
11,Gudsteinsdottir Maria,1970,ISL,62.8,"10,765",3,160,167.5,172.5,,97.5,102.5,102.5,,160,172.5,180,,0,450,484.42,1,2012,W,Open,1381
10,Gudsteinsdottir Maria,1970,ISL,71.52,0.9804,10,170,180,180,,107.5,112.5,112.5,,172.5,180,185,,0,472.5,463.24,1,2013,W,Open,991
7,Gudsteinsdottir Maria,1970,ISL ,70.8,0.9871,3,172.5,180,187.5,,105,105,110,,167.5,175,182.5,,0,467.5,461.46,4,2014,W,Open,620
5,Gulmurzayeva Bibidjan,1988,TKM,51.5,"12,560",6,105,115,117.5,,70,75,82.5,,120,130,135,,0,315,395.64,6,2013,W,Classic,1138
7,Gutierrez Sara,1975,PER,55.79,"11,801",1,175,182.5,187.5,,82.5,90,90,,165,170,177.5,,0,455,536.93,4,2012,W,Open,1363
6,Hanssen Tutta Kristine,1989,NOR,61.02,"11,005",6,187.5,195,197.5,,130,137.5,142.5,,175,185,190,,0,527.5,580.51,5,2013,W,Open,977
7,Hart Tessa,1986,GBR,46.25,"13,604",4,82.5,82.5,82.5,,50,52.5,55,,110,120,127.5,,0,255,346.91,4,2014,W,Classic,753
2,Hartwig-Gary Suzanne,1968,USA,51.55,"12,551",4,127.5,137.5,145,,72.5,77.5,80,,130,140,147.5,,0,372.5,467.5,9,2012,W,Classic,1551
7,Hartwig-Gary Suzanne,1968,USA,51.49,"12,562",10,157.5,167.5,167.5,,87.5,92.5,97.5,,150,160,167.5,,0,427.5,537.01,4,2012,W,Open,1348
3,Hartwig-Gary Suzanne,1968,USA,51.65,"12,531",5,130,140,145.5,,70,75,77.5,,130,140,150,,0,355,444.87,8,2013,W,Classic,1136
4,Hartwig-Gary Suzanne,1968,USA,51.15,"12,626",8,132.5,142.5,150,,65,70,70,,132.5,142.5,152.5,,0,372.5,470.3,7,2014,W,Classic,758
6,Hartwig-Gary Suzanne,1968,USA ,51.56,"12,541",16,162.5,172.5,182.5,,82.5,87.5,90,,155,165,172.5,,0,437.5,548.66,5,2014,W,Open,581
10,Haveson Alyssa,1988,USA,56.2,"11,733",14,105,115,117.5,,60,65,70,,137.5,150,157.5,,0,335,393.06,1,2014,W,Classic,772
6,Higgs Jasmine,1980,AUS,56.45,"11,692",9,100,107.5,110,,80,85,85,,135,142.5,145,,0,335,391.69,5,2012,W,Classic,1568
5,Higgs Jasmine,1980,AUS,56.75,"11,644",4,100,105,105,,77.5,82.5,82.5,,135,142.5,150,,0,327.5,381.34,6,2013,W,Classic,1148
6,Hitchcock Alyssa,1984,USA,62.12,"10,855",7,195,205,212.5,,105,112.5,117.5,,205,220,220,,0,537.5,583.46,5,2012,W,Open,1376
7,Hitchcock Alyssa,1984,USA,62.74,"10,773",8,185,195,200,,97.5,107.5,110,,195,207.5,212.5,,0,520,560.2,4,2013,W,Open,978
10,Hoiland Linda,1979,NOR,61.11,"10,993",13,165,175,180,,85,90,92.5,,170,180,185,,0,450,494.66,1,2012,W,Open,1380
2,Hugdal Hildeborg,1983,NOR,127.05,0.7916,17,250,260,265,,210,210,218,,190,200,200,,0,668,528.79,9,2013,W,Open,1007
3,Hugdal Hildeborg,1983,NOR ,128.94,0.7895,12,265,265,275,,215,222.5,227,,192.5,197.5,202.5,,0,694.5,548.3,8,2014,W,Open,637
8,Hung Min-Chu,1983,TPE,83.75,0.8931,20,175,,,,150,157.5,170,,130,150,150,,0,475,424.19,3,2012,W,Open,1410
6,Hung Min-Chu,1983,TPE,83.36,0.8952,6,175,,,,155,167.5,172.5,,135,150,160,,0,482.5,431.93,5,2013,W,Open,1000
8,Hung Min-Chu,1983,TPE ,83.5,0.8944,9,175,180,,,160,175,181.5,,140,150,155,,0,506.5,453.01,3,2014,W,Open,633
10,Hunter Jennifer,1958,GBR,51.95,"12,475",6,80,85,90,,62.5,70,72.5,,130,140,147.5,,0,302.5,377.38,1,2012,W,Classic,1559
5,Inda Marisa,1976,USA,49.9,"12,866",13,112.5,122.5,127.5,,70,75,80,,140,150,155,,0,352.5,453.53,6,2014,W,Classic,759
8,Ip Wing-Yuk,1961,HKG,61.35,"10,959",3,82.5,90,95,,55,60,65,,107.5,107.5,112.5,,0,267.5,293.15,3,2012,W,Classic,1582
8,Jativa Mery,1992,ECU ,63.5,"10,676",4,180,192.5,200,,85,92.5,97.5,,150,160,165,,0,450,480.42,3,2014,W,Open,621
8,Jeria Josseline,1987,AUS,62.7,"10,779",8,110,115,115,,62.5,65,67.5,,150,157.5,160,,0,337.5,363.79,3,2013,W,Classic,1159
6,Jimenez Karol,1985,VEN,73.11,0.9662,15,190,200,210,,130,135,140,,200,205,205,,0,555,536.25,5,2012,W,Open,1408
7,Jones Jess,1958,GBR,53.7,"12,159",14,105,105,110,,65,67.5,70,,147.5,152.5,155,,0,327.5,398.2,4,2012,W,Classic,1569
3,Jurkko Raija,1963,FIN,46.52,"13,549",7,162.5,170,,,90,95,97.5,,145,150,157.5,,0,422.5,572.43,8,2012,W,Open,1337
12,Kaczor Mary Ann,1976,CAN,62.91,"10,752",15,160,170,170,,92.5,97.5,102.5,,150,160,170,,0,442.5,475.76,1,2012,W,Open,1382
6,Kamvissis Eleni,1984,SWE,71.4,0.9815,7,135,142.5,147.5,,72.5,77.5,80,,145,155,160,,0,375,368.06,5,2012,W,Classic,1590
2,Kani Rie,1979,JPN,46.6,"13,532",2,95,100,102.5,,62.5,65,67.5,,120,127.5,135,,0,305,412.73,9,2013,W,Classic,1124
2,Kani Rie,1979,JPN,46.5,"13,553",3,100,105,107.5,,67.5,70,72.5,,135,145,150,,0,325,440.47,9,2014,W,Classic,748
1,Kankus Johanna,1984,FIN,70.95,0.9857,1,145,152.5,155,,97.5,102.5,105,,160,167.5,172.5,,0,425,418.92,12,2012,W,Classic,1585
—,Kankus Johanna,1984,FIN,71.37,0.9818,9,210,220,225,,130,137.5,145,,180,180,180,,0,Out,—,—,2012,W,Open,1401
3,Kankus Johanna,1984,FIN,71.5,0.9806,12,152.5,157.5,162.5,,100,105,110,,160,167.5,175,,0,447.5,438.82,8,2013,W,Classic,1165
3,Kankus Johanna,1984,FIN,71.05,0.9848,3,155,165,165,,95,102.5,110,,150,160,175,,0,427.5,420.98,8,2014,W,Classic,793
8,Karwowska Iwona,1982,POL,82.5,0.9,11,117.5,117.5,127.5,,60,67.5,70,,140,147.5,155,,0,342.5,308.25,3,2013,W,Classic,1179
9,Kasperska Kamila,1992,POL,73.97,0.959,9,160,172.5,172.5,,70,77.5,80,,145,150,155,,0,400,383.6,2,2013,W,Open,1003
—,Khan Xeniya,1987,KAZ,56.93,"11,615",14,190,195,197.5,,115,117.5,122.5,,187.5,187.5,187.5,,0,Out,—,—,2012,W,Open,1369
4,Khan Xeniya,1987,KAZ,64.2,"10,588",18,145,145,150,,107.5,107.5,112.5,,175,185,190,,0,442.5,468.52,7,2013,W,Classic,1166
5,Kitamura Mayumi,1967,JPN,62.72,"10,776",2,185,197.5,207.5,,150,150,157.5,,180,190,192.5,,0,557.5/w1/,600.77,6,2012,W,Open,1375
4,Klymenko Kateryna,1985,UKR,51.98,"12,470",7,180,187.5,192.5,,110,115,120,,165,170,175,,0,482.5,601.68,7,2013,W,Open,942
3,Klymenko Kateryna,1985,UKR ,51.52,"12,560",12,180,185,190,,115,120,122.5,,170,175,180,,0,487.5,612.3,8,2014,W,Open,578
3,Kniazieva Antonina,1989,UKR,71.01,0.9852,6,237.5,247.5,255,,140,145,145,,180,190,202.5,,0,590,581.27,8,2013,W,Open,984
1,Komlaeva Anna,1979,RUS,51.65,"12,531",15,125,132.5,140,,85,90,90,,152.5,157.5,160,,0,382.5,479.32,12,2012,W,Classic,1550
1,Komlaeva Anna,1979,RUS,51.3,"12,597",19,130,137.5,140,,80,85,87.5,,150,157.5,160,,0,385,484.98,12,2013,W,Classic,1134
1,Kozlova Olena,1990,UKR,78.89,0.9223,7,250,252.5,260,,140,145,150,,230,230,250.5,,0,660.5/wj/,609.15,12,2012,W,Open,1403
1,Kozlova Olena,1990,UKR ,78.62,0.9242,3,250,260,268,,145,155,160,,225,242.5,251,,0,670.5 -w,619.67,12,2014,W,Open,626
7,Kriel Antoinette,1971,RSA,51.75,"12,513",18,85,92.5,100,,65,70,72.5,,100,120,130,,0,302.5,378.52,4,2013,W,Classic,1140
6,Kristensen Linda,1977,NOR ,71.92,0.9769,9,190,197.5,202.5,,127.5,127.5,132.5,,170,175,180,,0,500,488.45,5,2014,W,Open,619
2,Kryukova Ekaterina,1985,KAZ,70.45,0.9905,14,150,155,160,,110,115,120,,170,175,180,,0,455,450.68,9,2013,W,Classic,1164
3,Kulinenko Nataliia,1974,UKR,46.85,"13,480",13,90,95,100,,70,75,77.5,,122.5,130,132.5,,0,302.5,407.77,8,2013,W,Classic,1125
9,Kvist Helena,1974,FIN,56.5,"11,684",5,95,102.5,110,,62.5,67.5,67.5,,125,130,135,,0,295,344.67,2,2012,W,Classic,1571
5,LaChapelle Taylor,1999,USA ,45.96,"13,657",6,132.5,142.5,147.5,,70,75,77.5,,137.5,147.5,150,,0,367.5,501.89,6,2014,W,Open,573
—,Le Panse Benedicte,1978,FRA,46.23,"13,609",4,150,150,150,,87.5,92.5,97.5,,150,157.5,162.5,,0,Out,—,—,2013,W,Open,937
—,Le Panse Benedicte,1978,FRA ,46.1,"13,636",1,145,155,155,,87.5,95,97.5,,130,,,,0,DSQ,—,—,2014,W,Open,574
4,Legard Stephanie,1981,FRA,46.1,"13,636",7,105,110,115,,65,70,72.5,,120,127.5,135,,0,320,436.35,7,2014,W,Classic,750
11,Leighton Sarah,1979,CAN,70.88,0.9864,11,180,195,207.5,,115,120,127.5,,165,175,187.5,,0,515,507.98,1,2012,W,Open,1396
